1 9,1162109
2 18,559082
3 27,858887
4 37,297119
5 49,201904
6 62,561035
7 75,75708
8 87,821045
9 99,969971
10 110,90283
11 121,70898
12 135,05615
13 139,92798
14 150,87891
15 161,69702
16 173,37915
17 184,73291
18 203,31909
19 209,24805
20 213,36597
21 224,40796
22 232,43701
23 244,79199
24 256,73218
25 266,45801
26 269,69019
27 288,25098
28 301,5769
29 311,24512
30 320,375
31 334,06909
32 342,19482
33 353,51709
34 365,7959
35 377,9292
36 385,47607
37 386,77393
38 407,98291
39 434,99707
40 433,45508
41 442,07397
42 455,29712
43 467,17993
44 478,19604
45 484,38013
46 494,87402
47 510,30103
48 521,31519
49 526,6521
50 538,41016
51 554,58301
52 562,74316
53 577,23193
54 586,38013
55 591,93799
56 583,13599
57 592,56812
58 631,55298
59 637,97705
60 646,646
61 663,80103
62 669,63501
63 682,55591
64 685,20801
65 672,44604
66 710,30591
67 730,5
68 741,63403
69 744,62305
70 764,88184
71 775,0061
72 784,35913
73 788,16992
74 803,302
75 812,73682
76 814,32104
77 843,71313
78 849,30103
79 860,33496
80 869,18799
81 886,14502
82 879,36694
83 892,80493
84 907,88599
85 919,58105
86 937,71313
87 943,47803
88 950,01294
89 976,43799
90 982,19409
91 977,80005
92 1004,155
93 1020,1951
94 1022,2332
95 1026,114
96 1037,876
97 1055,3989
98 1063,595
99 1079,939
100 1091,2522
