1 8,6599121
2 16,86499
3 26,13501
4 36,509033
5 48,64502
6 62,397949
7 69,26709
8 82,24707
9 94,5979
10 105,71509
11 116,07007
12 126,5979
13 136,40381
14 147,41406
15 158,38989
16 170,36816
17 180,92993
18 190,00586
19 201,13721
20 210,5
21 221,56494
22 233,59912
23 242,42993
24 252,50903
25 267,71997
26 275,99121
27 287,71997
28 295,31909
29 308,84106
30 319,42407
31 331,13892
32 342,14722
33 352,479
34 362,5249
35 373,3999
36 383,24878
37 394,18091
38 401,88721
39 417,69092
40 426,66016
41 433,08301
42 446,48804
43 460,74902
44 468,48096
45 478,23608
46 490,23901
47 497,18018
48 517,6189
49 520,25879
50 528,46899
51 542,25098
52 556,26392
53 567,16504
54 577,927
55 589,59302
56 595,08203
57 608,08496
58 620,96191
59 632,85498
60 643,15503
61 647,90186
62 662,73804
63 671,98804
64 687,97705
65 695,77002
66 707,36792
67 718,20288
68 722,15503
69 738,78687
70 749,77295
71 761,19702
72 771,30103
73 803,71606
74 816,63501
75 800,40991
76 813,6001
77 826,93506
78 828,91504
79 840,74902
80 832,29492
81 870,07104
82 876,51709
83 880,01099
84 902,49487
85 917,52197
86 916,36499
87 934,86206
88 945,88013
89 956,38696
90 963,25708
91 1010,1121
92 986,81201
93 985,36206
94 1010,7058
95 1022,5481
96 1027,709
97 1037,1179
98 1052,5488
99 1068,604
100 1056,1072
