1 21,795166
2 49,068115
3 109,62695
4 121,80518
5 114,37598
6 139,44702
7 172,44287
8 201,25415
9 225,99414
10 250,54199
11 277,46216
12 305,91406
13 334,71802
14 363,84009
15 393,89893
16 422,42114
17 455,32202
18 483,55713
19 511,64795
20 540,302
21 569,47705
22 596,69019
23 631,12305
24 665,09204
25 692,948
26 718,45215
27 749,86694
28 782,91309
29 811,24292
30 834,34204
31 869,62109
32 896,76294
33 927,04199
34 955,53101
35 988,74414
36 1014,5181
37 1047,9121
38 1069,1121
39 1104,012
40 1128,875
41 1157,2729
42 1195,53
43 1225,6941
44 1255,6631
45 1281,083
46 1314,0181
47 1345,0962
48 1374,4619
49 1403,8901
50 1433,5378
51 1458,6182
52 1485,1211
53 1523,282
54 1549,7939
55 1583,2839
56 1613,6482
57 1643,53
58 1669,5291
59 1691,366
60 1727,605
61 1758,417
62 1786,8811
63 1810,3889
64 1843,2209
65 1877,0371
66 1896,262
67 1939,0408
68 1966,2361
69 1992,2581
70 2032,385
71 2054,603
72 2086,2739
73 2116,197
74 2144,938
75 2171,2209
76 2205,481
77 2236,0439
78 2260,4771
79 2298,5999
80 2322,5908
81 2355,887
82 2387,083
83 2418,1052
84 2449,5959
85 2477,1968
86 2505,6719
87 2540,678
88 2566,834
89 2593,7939
90 2623,75
91 2651,4749
92 2688,2009
93 2718,302
94 2747,0349
95 2776,6169
96 2801,3992
97 2836,418
98 2898,3462
99 2892,4551
100 2926,4578
