1 3,5
2 6,3779297
3 9,7321777
4 13,791016
5 18,333984
6 22,759033
7 27,12085
8 32,191895
9 36,875977
10 42,278809
11 47,883057
12 54,562012
13 59,529053
14 66,39917
15 71,916016
16 78,439941
17 87,781006
18 116,81787
19 97,448975
20 104,29419
21 111,94507
22 140,06104
23 124,12598
24 150,62988
25 156,57715
26 143,94702
27 169,8479
28 173,34204
29 179,94995
30 170,08716
31 176,69678
32 182,70288
33 189,19604
34 195,5481
35 214,177
36 217,43018
37 226,78296
38 240,44995
39 227,87598
40 247,62598
41 239,60815
42 257,76392
43 251,62598
44 269,19507
45 264,58813
46 271,02588
47 280,46606
48 287,17188
49 291,96191
50 330,16797
51 322,8811
52 308,94702
53 313,09692
54 317,12793
55 327,5
56 333,63306
57 338,62598
58 352,10718
59 353,72388
60 354,31396
61 364,37012
62 366,19897
63 383,75488
64 382,17603
65 384,49097
66 394,00903
67 410,75
68 406,80518
69 408,79907
70 415,13403
71 447,17798
72 427,19507
73 437,896
74 446,98096
75 445,65894
76 451,46094
77 463,43604
78 464,02319
79 474,5481
80 476,88599
81 488,43799
82 495,63892
83 501,40796
84 503,64087
85 515,85205
86 515,28101
87 531,146
88 532,50415
89 533,26416
90 544,27808
91 582,86108
92 556,68604
93 587,34399
94 570,3811
95 572,68384
96 577,93604
97 647,26904
98 605,198
99 600,28809
100 603,65796
