1 8,0859375
2 16,12207
3 24,166992
4 32,749023
5 40,38501
6 49,288086
7 56,819824
8 65,686035
9 73,292969
10 82,488037
11 235,63403
12 98,417969
13 105,68384
14 114,69897
15 122,17212
16 131,6189
17 138,42407
18 148,67383
19 154,36499
20 164,00684
21 170,29395
22 180,72583
23 187,13477
24 196,74805
25 202,14917
26 212,55688
27 219,69604
28 229,40405
29 236,0061
30 245,85498
31 251,646
32 262,29419
33 268,10889
34 281,58813
35 283,56714
36 951,24097
37 301,36401
38 312,56714
39 316,80786
40 329,00391
41 333,73511
42 342,89014
43 348,60791
44 361,22095
45 364,62793
46 377,44702
47 382,58105
48 393,46997
49 398,83813
50 410,78711
51 413,93213
52 427,69409
53 431,64893
54 445,698
55 444,00806
56 460,26392
57 463,03198
58 477,75195
59 474,58789
60 493,90503
61 495,49805
62 510,02295
63 508,15796
64 520,48901
65 528,64795
66 543,52197
67 540,33398
68 557,17383
69 561,24292
70 572,47607
71 578,09106
72 582,66895
73 593,89404
74 607,12622
75 607,729
76 614,01514
77 626,58203
78 642,22485
79 642,66309
80 647,30786
81 654,44507
82 671,14404
83 667,87183
84 683,07495
85 690,44116
86 703,84399
87 703,62695
88 718,31494
89 724,51489
90 728,75195
91 735,59717
92 751,99707
93 756,51782
94 770,16187
95 772,59912
96 779,87598
97 782,6521
98 792,33203
99 801,53296
100 789,33594
