1 9,4470215
2 18,907959
3 27,513184
4 36,860107
5 46,487061
6 55,724121
7 69,324951
8 80,406006
9 91,416016
10 101,11401
11 110,41602
12 114,25391
13 131,83105
14 136,94604
15 149,802
16 155,66309
17 165,66895
18 177,81396
19 188,26587
20 198,55103
21 221,01685
22 220,93506
23 232,64404
24 242,0481
25 252,51587
26 263,79199
27 280,052
28 287,6228
29 295,00684
30 312,65503
31 329,41699
32 326,61499
33 343,41895
34 385,78003
35 358,71118
36 369,11499
37 398,24585
38 389,51001
39 400,83301
40 410,354
41 422,427
42 430,36011
43 440,57983
44 450,29785
45 460,64307
46 470,98193
47 482,29102
48 496,51807
49 503,07886
50 521,47705
51 522,9812
52 535,76807
53 545,13184
54 555,99194
55 566,35889
56 574,96216
57 585,698
58 595,44897
59 606,27197
60 616,79077
61 626,81201
62 637,36597
63 648,89893
64 656,61304
65 667,70093
66 678,29492
67 689,59985
68 701,82397
69 707,83301
70 862,7981
71 731,93091
72 828,89697
73 849,11719
74 771,65405
75 773,61108
76 782,72583
77 793,45215
78 804,80103
79 820,05396
80 824,05298
81 838,87695
82 863,96021
83 875,70703
84 870,1731
85 916,68994
86 887,19702
87 900,43311
88 907,92383
89 918,89014
90 926,46899
91 937,59106
92 947,28516
93 957,70898
94 969,93213
95 977,80493
96 991,91797
97 1000,845
98 1009,6941
99 1020,0051
100 1027,636
