1 3,2351074
2 6,2578125
3 9,5888672
4 13,519043
5 17,939941
6 22,373047
7 27,35791
8 30,966064
9 36,022949
10 41,168945
11 46,914062
12 52,054932
13 58,907959
14 71,473877
15 70,765869
16 79,901855
17 105,37891
18 89,365967
19 97,1521
20 105,75195
21 112,69995
22 116,12695
23 126,49292
24 127,48218
25 144,2998
26 144,23291
27 151,7981
28 159,03809
29 170,81104
30 168,77319
31 175,41602
32 179,5459
33 186,09595
34 194,73486
35 197,76099
36 205,69189
37 212,58105
38 219,54297
39 225,15088
40 231,9939
41 236,62207
42 240,35913
43 246,50488
44 253,47803
45 279,88989
46 267,43408
47 272,47388
48 278,96997
49 284,948
50 288,76685
51 296,51489
52 301,01611
53 307,30615
54 316,05688
55 329,87305
56 335,71484
57 331,54492
58 363,05493
59 354,625
60 350,96216
61 361,42798
62 390,41309
63 421,09009
64 373,93994
65 386,67603
66 390,50122
67 405,31396
68 435,68604
69 405,677
70 423,78687
71 418,66699
72 422,10913
73 429,44189
74 443,76001
75 441,17212
76 447,75098
77 453,70312
78 461,83789
79 477,33594
80 471,37891
81 479,64795
82 509,19702
83 495,98706
84 500,98315
85 507,60986
86 509,49097
87 522,38306
88 527,93188
89 535,33398
90 537,32007
91 540,61108
92 554,53784
93 577,48291
94 573,729
95 581,25391
96 575,54102
97 604,96582
98 586,26807
99 606,63696
100 612,95898
