1 3,5078125
2 6,9348145
3 10,309082
4 14,093994
5 20,561035
6 25,195068
7 30,11499
8 31,567871
9 35,977783
10 40,254883
11 45,010986
12 50,116943
13 55,041992
14 60,395996
15 67,662842
16 72,894775
17 79,62085
18 89,00293
19 91,381104
20 103,86304
21 103,45801
22 107,56494
23 113,94995
24 119,94214
25 126,25391
26 138,21899
27 139,77588
28 145,16016
29 151,44995
30 154,85986
31 162,16895
32 168,75806
33 178,11304
34 179,86621
35 183,5
36 195,323
37 197,27002
38 201,54297
39 207,82202
40 211,17383
41 214,33789
42 221,8501
43 225,90112
44 232,18408
45 236,68384
46 243,04395
47 250,94482
48 255,07007
49 260,43213
50 272,3999
51 269,96802
52 279,93896
53 281,46509
54 286,30786
55 291,01099
56 296,73584
57 302,35889
58 308,052
59 329,34912
60 323,56519
61 322,86499
62 328,95923
63 334,16284
64 342,33984
65 349,88013
66 357,79395
67 360,67383
68 365,38306
69 371,05518
70 372,06689
71 382,49316
72 386,6189
73 390,72388
74 398,37695
75 406,11304
76 404,26514
77 410,08008
78 416,03101
79 421,20996
80 427,46606
81 433,09497
82 436,63184
83 442,47681
84 446,68604
85 458,85107
86 461,61914
87 466,54102
88 473,16211
89 475,82617
90 488,18604
91 490,09302
92 501,50684
93 509,42505
94 504,15991
95 513,30103
96 523,61694
97 519,55005
98 532,01099
99 532,94995
100 539,23511
