1 3,4240723
2 7,0100098
3 10,10791
4 13,752197
5 17,839111
6 22,576904
7 26,171875
8 30,592041
9 35,14502
10 39,813965
11 45,864014
12 49,070068
13 54,1521
14 59,822021
15 65,137939
16 71,228027
17 107,74194
18 83,391846
19 88,23999
20 94,694092
21 102,29907
22 118,802
23 112,10986
24 119,09497
25 124,83496
26 130,57788
27 137,87598
28 141,2439
29 147,75098
30 155,01416
31 160,56006
32 165,53491
33 171,7019
34 179,77417
35 184,56396
36 196,88501
37 193,63696
38 208,44995
39 203,91089
40 214,59082
41 214,91602
42 225,66919
43 229,45508
44 233,7522
45 239,44897
46 246,58008
47 247,06299
48 264,21606
49 270,3562
50 267,93701
51 274,50903
52 276,71313
53 279,52881
54 283,61206
55 295,71387
56 297,47705
57 304,56909
58 309,354
59 309,80811
60 318,64185
61 329,38403
62 330,51489
63 333,73291
64 344,63721
65 349,13892
66 345,75195
67 362,04102
68 360,15601
69 364,18408
70 377,10693
71 379,08618
72 379,073
73 390,87305
74 392,58398
75 403,28394
76 405,20581
77 412,7019
78 418,52002
79 419,95996
80 431,66406
81 430,75781
82 440,93091
83 441,59399
84 444,6731
85 459,21411
86 460,84497
87 468,76001
88 468,44385
89 481,09009
90 488,22119
91 490,31396
92 494,81812
93 502,58911
94 501,47998
95 512,41699
96 515,91016
97 522,41089
98 529,66895
99 530,98486
100 533,43701
