1 10,004883
2 20,552002
3 33,415039
4 46,935791
5 60,217041
6 73,404053
7 86,478027
8 96,49707
9 108,57812
10 118,34399
11 128,7439
12 141,42993
13 152,44409
14 164,26001
15 173,40088
16 187,77515
17 198,33887
18 212,19189
19 222,38501
20 233,45386
21 243,70703
22 254,39111
23 267,71313
24 278,31104
25 289,98218
26 300,90698
27 314,95288
28 330,18701
29 334,98804
30 347,53394
31 362,59692
32 374,97021
33 380,54102
34 397,59277
35 402,39404
36 417,30103
37 423,69702
38 439,0061
39 447,93091
40 462,90503
41 469,00513
42 490,93604
43 488,96216
44 513,50391
45 520,00293
46 526,73511
47 545,41797
48 557,46606
49 568,04712
50 572,7998
51 585,65405
52 593,36694
53 599,29907
54 622,00293
55 629,66284
56 644,92896
57 644,10107
58 668,79199
59 676,12085
60 689,85498
61 700,9729
62 715,52295
63 728,89502
64 741,1792
65 751,46191
66 762,95312
67 762,30908
68 790,5481
69 799,11816
70 805,65503
71 829,41602
72 825,86206
73 842,58301
74 856,9082
75 867,82422
76 878,18018
77 884,16211
78 899,83911
79 910,74219
80 924,30298
81 936,28198
82 954,44312
83 948,52002
84 971,59814
85 985,01196
86 1000,762
87 1058,5171
88 1014,5291
89 1026,0151
90 1027,8201
91 1044,177
92 1060,9199
93 1076,9531
94 1073,585
95 1082,3311
96 1103,979
97 1132,05
98 1131,0901
99 1160,7351
100 1167,9949
